Job Titles,Company Names,Experience Required,Package,Locations,Skills
VP & Head-Data Science & Analytics For International Markets,Vertex Corporate Services (i),12-15 Yrs,Not disclosed,Pune,Computer sciencePower houseWeb servicesdata sciencePeople management skillsFinanceCloudResearch
Data Science Lead,TRH Consultancy Services,10-15 Yrs,10-17 Lacs PA,Remote,Business processTelecomSASMachine learningAlgorithm developmentHealthcareOpen sourceData mining
Data Science and Analytics Lead || WFO || C2H,Orcapod Consulting Services,3-8 Yrs,Not disclosed,Pune,Machine LearningDeep Learningdata scienceStatistical Modelingdata visualizationPredictive ModelingStreamlining Operationsalgorithms
Data science with Statistics Professional,Skillety,5-7 Yrs,Not disclosed,Pune,Computer scienceLogistic regressionProject planningBudgetingRisk managementDigital marketingStakeholder managementMonitoring
"Data Science Engineer, SMAI",Micron Software,10-20 Yrs,Not disclosed,Pune,Business processTelecomSASMachine learningAlgorithm developmentHealthcareOpen sourceData mining
Engineer II Data Science,Copeland,1-3 Yrs,Not disclosed,Pune,Usagedata sciencePredictive modelingBusiness solutionsRevenue generationTestingModelingTraining
Data Science Engineer,Flightcase It Services,11-14 Yrs,Not disclosed,Mohali,Cloud computingData analysisSASData modelingPHPPerlApacheData mining
Data Science Engineer 1,Copeland,2-7 Yrs,Not disclosed,Mumbai,data scienceDjangoMachine learningAgileOpen sourceData miningForecastingAutomotive
Data Science Engineer,QiO,4-9 Yrs,Not disclosed,Pune,IT servicesText miningData analysisdata scienceRFSimulationData miningLicensing
Data Science Engineer,Copeland,2-7 Yrs,Not disclosed,Pune,IT servicesText miningData analysisdata scienceRFSimulationData miningLicensing
BigData/Data Science Engineer,Quantta Analytics Pvt Ltd.,5-10 Yrs,Not disclosed,Hyderabad/Secunderabad,Data Science Managersciencedatamanagementdata science
Data Science Engineer,Anetcorp India,5-10 Yrs,6-11 Lacs PA,"Pune, Maharashtra",Water treatmentC++data scienceAnalyticalData miningCosmosMATLABAnalytics
Software Engineer - Data Science,LogiNext,1-3 Yrs,Not disclosed,Remote,GISdata scienceHadoopSupply chain solutionsManager TechnologyManagementPentahoAnalytics
Data Science Engineer 1,Emerson,3-5 Yrs,Not disclosed,Hyderabad/Secunderabad,Analytical skillsTechnical trainingQuality standardsPDFdata scienceMachine learningProgrammingPredictive analytics
"Tech Manager, Data Science",inContact,2-7 Yrs,Not disclosed,Chandigarh,NoSQLStatistical analysisRDBMSMISAnalyticalMachine learningBusiness intelligenceEconometrics
Manager Data Science,Innominds Software,0-2 Yrs,Not disclosed,Mumbai,Computer visiondeep learningPDFdata scienceGCPCloudDeploymentJPEG
"Data Science Trainer | Kharadi ,Pune",Fusion Software Institute,3-7 Yrs,Not disclosed,Trivandrum/Thiruvananthapuram,RDBMSDatabase designMySQLStored proceduresTest casesOracleBusiness intelligenceInformation technology
"Manager, Marketing Data Science",Oportun,2-7 Yrs,Not disclosed,Hyderabad/Secunderabad,IT servicesdata scienceWeb applicationMachine learningAgileScrumSOWOpen source
Manager Data Science,Innovominds Solutions,2-7 Yrs,14-20 Lacs PA,Hyderabad/Secunderabad,Analytical skillsNoSQLdata scienceProject managementBusiness analyticsAnalyticalcloud storagedata visualization
Data Science Trainer,INFOWIZ,2-7 Yrs,Not disclosed,Hyderabad/Secunderabad,Solution designStatistical modelingdata scienceMachine learningData processingConsultancyStatisticsAnalytics
Associate Vice President - Data Science,LogiNext,1-6 Yrs,Not disclosed,Chennai,Computer visionPrototypeCodingQuality systemsMySQLDebuggingMachine learningPredictive modeling
Data Science Manager,Nissan Technical Centre,6-8 Yrs,Not disclosed,Mumbai,Automationdata scienceBusiness analyticsConsultingManagement consultingRisk managementIT operationsInformation technology
Senior Machine Learning Engineer / Senior Data Scientist,Acubetech Solutions,6-11 Yrs,Not disclosed,Salem,Computer sciencedeep learningsparkArtificial IntelligenceIntellectual propertyMachine learningResearchOpen source
NLP - (Senior Analyst / Data Scientist),Tiger Analytics,7-11 Yrs,Not disclosed,Coimbatore,IT servicesText miningData analysisRFSimulationNetwork analysisData miningLicensing
Data Scientist - Senior Analyst,Meredith,1-3 Yrs,12-15 Lacs PA,Ahmedabad,Data ScienceMachine LearningData MiningData AnalyticsPythonDataAnalyticsScience
Data Scientist - Senior Analyst,Dotdash Meredith,6-8 Yrs,Not disclosed,Hyderabad/Secunderabad,Supply chainComputer scienceAnalyticalArtificial IntelligenceMachine learningEngineering ManagerNatural language processingForecasting
Senior Data Analyst,Blink Health,3-6 Yrs,Not disclosed,"Hyderabad/Secunderabad, Ahmedabad",AutomationData analysisLinuxData managementCodingXMLJSONSQL
Product Manager - Data & Analytics,Alphasense,5-9 Yrs,Not disclosed,Pune,data scienceProject leadershipStaffingPredictive analyticsAnalyticstext analyticsScienceData
Data Scientist,Cropin Technology Solutions,0-5 Yrs,Not disclosed,Kolkata,Computer scienceText miningCareer developmentCodingAnalyticalMachine learningWellnessmodel development
Data Scientist - Phd only,Anurag Electronic Gujarat,3-5 Yrs,Not disclosed,Hyderabad/Secunderabad,databaseDatabase ManagementAWSPythonSQLAi TechniquesAIData
Data Scientist,Xpheno,15-17 Yrs,Not disclosed,Hyderabad/Secunderabad,Data SciencePythonTensorflowData EngineeringData StrategyGenerative AINatural Language ProcessingKafka
Data Analytics Specialist,McCormick,2-7 Yrs,Not disclosed,Trivandrum/Thiruvananthapuram,Computer scienceText miningCareer developmentCodingAnalyticalMachine learningWellnessmodel development
Data Scientist - Machine Learning,Rpa Infotech,4-7 Yrs,Not disclosed,Hyderabad/Secunderabad,Data ScienceData EngineeringArtificial IntelligenceData AnalyticsMachine LearningDeep LearningDataIntelligence
Data Science - Regression/Classification,Tiger Analytics,4-5 Yrs,3.75-5 Lacs PA,Hybrid - Bangalore/Bengaluru,Data ScienceArtificial IntelligenceCloudPackagingData analyticsalgorithmspythonproduct development
Junior Data Scientist,Adidas,5-10 Yrs,Not disclosed,Bangalore/Bengaluru,Data Scienceadvanced analyticsalgorithmspythonopen sourcedata analyticsproduct developmententerprise applications
Associate Technical Lead - Data Science,TO The New,4-7 Yrs,Not disclosed,Gurgaon/Gurugram,Data ScienceEnterprise applicationsOpen sourceMachine LearningPythondata pipelinesArtificial IntelligenceData Analytics
Associate Technical Lead - Data Science,TO The New,1-3 Yrs,Not disclosed,Hyderabad/Secunderabad,Data ScienceOpen sourceMachine LearningPythondata algorithmsAI solutionsAlgorithmsData analytics
Analytics / Data Scientist - Lead,Paramount HR,3-6 Yrs,Not disclosed,"Mumbai, Pune, Gurgaon/Gurugram, Bangalore/Bengaluru",Data ScienceEnterprise applicationsOpen sourcePythonquantitative analysesData analyticsMLData
Hiring For Data Analyst- Naukri.com | Noida |,Info Edge,3-7 Yrs,Not disclosed,"Gurgaon/ Gurugram, Haryana, Bangalore/Bengaluru",data scienceAnalyticsdata analyticsdatadata mungingscience
Lead Data Analyst/Scientist Python Appzlogic,Appzlogic Mobility Solutions,8-10 Yrs,Not disclosed,"Kochi/Cochin, Ernakulam",Accessoriesadvanced analyticsGoogle AnalyticsProject managementAnalyticalMachine learningAgileSQL
BI and Data Analysis,Fractal Analytics,5-10 Yrs,Not disclosed,Pune,Artificial IntelligenceMachine LearningDeep LearningGenAIGEN AIAI/MLNLPDeep Learning Frameworks
Senior Lead Clinical Data Science Programmer,Icon Plc,5-8 Yrs,Not disclosed,Bangalore/Bengaluru,Category ManagementSales AnalysisVisual Analyticssales reportSQL QueriesData ScienceAd Hoc ReportingAftermarket
Data Scientist,Response Informatics,3-7 Yrs,Unpaid,"Hybrid - Pune, Maharashtra, Chennai, Tamil Nadu, Bangalore/ Bengaluru, Karnataka",NoSQLdata scienceMachine learningSCALAData collectionData processingdata visualizationData mining
Data Scientist,ZIGRAM,3-7 Yrs,Not disclosed,Bangalore/Bengaluru,pythonregressioncustomer analyticsLogistic Regressiondata scienceLinear RegressionModel BuildingMarketing Analytics
Data Analytics Manager - II,CBRE,6-11 Yrs,Not disclosed,Bangalore/Bengaluru,Ai AlgorithmsMachine LearningPythonPower BiTableauSQLArtificial IntelligenceScience
Data Science - Regression / Python,Tiger Analytics,2-5 Yrs,Not disclosed,Bangalore/Bengaluru,pythonsqlrNon Linear AnalysisAIRegressionhikeMl Algorithms
Associate Manager - Lead Data Engineer,Tredence,4-10 Yrs,Not disclosed,Bangalore/Bengaluru,Data Scienceamlanti money launderingmantascompliancePySparkHadoopcorrespondent banking
Crypto Data Scientist Intern,Token Metrics,4-9 Yrs,Not disclosed,Bangalore/Bengaluru,Data managementdata scienceCash flowData analyticsbig dataBusiness bankingAnalyticsSQL
Data Analyst,Acme Services,2-7 Yrs,Not disclosed,"Kolkata, West Bengal, Pune, Maharashtra, Bangalore/ Bengaluru, Karnataka",Machine LearningPythonData SciencePanDataMlScienceMachine
Data Analyst - Blasting Analytics Centre of Excellence,Orica India,3-8 Yrs,Not disclosed,Remote,Text miningdeep learningNoSQLRFdata scienceData researchData modelingManager Technology
Data Analyst,PwC,3-8 Yrs,Not disclosed,Remote,generative aiNatural Language ProcessingllmpromptDeep LearningData Sciencelarge language modelMachine Learning
Research Analyst/Data Science Analyst/Data Analyst,Actionfi,5-6 Yrs,Not disclosed,Bangalore/Bengaluru,Analystdata scienceMachine learningProgrammingHealthcareOperationsSQLAuditing
Data Analysis and Data Visualization Application Developer,Alegra Labs,4-8 Yrs,Not disclosed,Noida,Data SciencepythonrHivenlpdata miningSparkSQLstatistical modeling
Senior Data Scientist,Stats Systems India,3-7 Yrs,Not disclosed,Bangalore/Bengaluru,NLPData ScienceTensorflowData ScientistArtificial IntelligenceData ModelingMachine LearningNumpy
NLP Data Scientist (Mid - Senior Level),Environmental Resources Management (ERM),3-8 Yrs,Not disclosed,"Hybrid - Bangalore/ Bengaluru, Karnataka",Data analysisGITCodingMachine learningPredictive modelingNatural language processingAnalyticsMonitoring
Senior Deep Learning / Data Scientist,Glossaread Technologies Pvt Ltd,5-10 Yrs,Not disclosed,Remote,Data ScienceReinforcement LearningazureDataScienceMicrosoft AzureReinforcement
Sr Data Scientist,Gartner,5-8 Yrs,Not disclosed,Bangalore/Bengaluru,Data ScienceNatural Language ProcessingMachine Learning AlgorithmsMachine LearningPythonLLMAlgorithmsData
Senior Data Scientist,Decimal Point Analytics,6-8 Yrs,Not disclosed,"Hybrid - Chennai, Tamil Nadu, Bangalore/Bengaluru, Trivandrum/ Thiruvananthapuram, Kerala",data modelsOpen sourcePythonalgorithmsstatistical modelsData analyticsOpenAdvanced Analytics
Senior Data Analyst,BP p.l.c.,3-6 Yrs,Not disclosed,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",Data SciencePredictive ModelingData EngineeringArtificial IntelligenceData AnalyticsMachine LearningDeep LearningMl
Senior Data Analyst,Innovaccer,1-6 Yrs,20-35 Lacs PA,Bangalore/Bengaluru,advanced analyticsRegulatory reportingUnderwritingAnalyticalBusiness analyticsArtificial IntelligenceMachine learningBusiness strategy
"Data Scientist - Al/LLM, NLP, Word Embedding || Immediate Joiner",Innodata Isogen,7-12 Yrs,10-12 Lacs PA,Bangalore/Bengaluru,deep learningdata scienceData modelingMachine learningAgilepower biScrumData analytics
Data Scientist - TopAds,Gojek,7-12 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Data Management And AnalysisStakeholder ManagementStrategic ThinkingAgriculture InsuranceStrategic PlanningRisk ManagementData managementManagement
Lead Data Scientist,Careernet Technologies,2-5 Yrs,4-6 Lacs PA,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Data AnalyticsPower BiData ManagementData VisualizationData MiningDataAnalyticsManagement
Data Scientist,Ford,3-8 Yrs,Not disclosed,"Bangalore/ Bengaluru, Karnataka",SANtableauAnalyticalPredictive modelingData AnalystData analyticsForecastingReporting tools
Data Analyst Risk/Fraud strategy - US MNC (analytics),Aspyra Hr Services,7-12 Yrs,Not disclosed,Mumbai,SQLBusiness IntelligencePower BiMicrosoft Power BiData ExtractionAdvance SqlTableauDax Queries
Data Analyst,Sure Solution,4-9 Yrs,Not disclosed,Bangalore/Bengaluru,Data ManagementData AnalysisData AnalyticsData ReportingManagementAnalysisAnalyticsReporting
Data Analyst,CLoud Staff Solutions,2-8 Yrs,Not disclosed,"Hybrid - Gurgaon/ Gurugram, Haryana",Data analysisdata analyticsStatistical analysisStatisticsSqldata sciencebusiness modelingdata visualization
Data Analyst For Mumbai (Goregaon),USHA International,2-5 Yrs,Not disclosed,Gurgaon/Gurugram,model monitoringkubernetespythondata analysisdeploying modelsboostingissueproduction
Sr. Data Scientist,Zeta Inc.,10-20 Yrs,Not disclosed,"Hyderabad/Secunderabad, Chennai, Bangalore/Bengaluru",RCASoftware designVersion controlCodingMachine learningData structuresProject deliveryMonitoring
Senior Data Scientist,Novo Nordisk India,4-8 Yrs,3-6 Lacs PA,"Gurgaon/Gurugram, United States (USA), Bulgaria",Natural Language ProcessingMachine LearningPythonSQLRLogistic Regressionpredictive modelingStatistical Modeling
Senior Data Scientist,Siemens,3-5 Yrs,Not disclosed,Noida,Business AnalyticsAnalyticsMicrofinanceData ScientistQuality ControlBusiness IntelligencePower BiAnalytical Skills
Senior Data Scientist,Hindustan Unilever Ltd,3-6 Yrs,Not disclosed,Noida,business opportunityData analysisdata scienceHypothesis TestingTechnology leadershipRepresentativeData analyticsScientist II
Senior Data Scientist,IBM,3-7 Yrs,Not disclosed,Gurgaon/Gurugram,Data Sciencesales intelligenceanalyticsdeep learningnlpmarketing communicationbusiness insightsmachine learning
Data Scientist - Senior Analyst,Time Analytic & Shared Services,5-8 Yrs,Not disclosed,"Noida, Uttar Pradesh",Data ScienceNLPPythonDOCUMENT PROCESSINGDeep LearningDocumentsDataProcessing
Senior Data Analyst,Vision Unlimited,1-2 Yrs,7-14 Lacs PA,Noida,Power houseHealth insuranceB2Cdata scienceMachine learningInstructorProcess excellenceProduct sales
Principal Data Scientist,GSK India,10-20 Yrs,Not disclosed,Gurgaon/Gurugram,Data Sciencemarketing initiativesmanagement skillsprogram managementmarketing communicationreporting toolsperformance analysisReporting
Principal Data Scientist,GSK India,4-8 Yrs,Not disclosed,"Bangalore/Bengaluru, Trivandrum/Thiruvananthapuram",Data ScienceCI/CDSQLPythonJourney AnalyticsNLPsolution architecturesContext Management
Data Scientist,Careernet Technologies,2-7 Yrs,Not disclosed,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Data ScienceCI/CDSQLPythonJourney AnalyticsRNLPsolution architectures
"Data Scientist – ML, NLP, NLU",Career Maker,2-7 Yrs,20-30 Lacs PA,"Hybrid - Gurgaon/ Gurugram, Haryana",Natural Language ProcessingText MiningMachine LearningNLUDataLanguagesData ScienceScience
Data Scientist,Tech Mahindra,2-5 Yrs,Not disclosed,Hyderabad/Secunderabad,NLPDeep LearningPythonData ScienceDocumentsDataProcessingNatural language processing
Data Scientist,Verolt Engineering,6-11 Yrs,Not disclosed,"Hybrid - Hyderabad/ Secunderabad, Telangana, Chennai, Tamil Nadu(Perungudi), Bangalore/Bengaluru(Belathur)",C++Programmingdata scienceC Programming LanguagePythonimage processingalgorithmsmachine learning
Data Scientist,Acme Services,4-9 Yrs,Not disclosed,"Pune, Chennai, Gurgaon/Gurugram, Bangalore/Bengaluru",Data AnalyticsSQLPower BidbtSnowflakeTableauLookerBi
Data Scientist (UAV),Avistrat Engineering,10-12 Yrs,Not disclosed,Bangalore/Bengaluru,Automationdata scienceLife sciencesData analyticsmicrosoftOracleOperationsBioinformatics
Data Scientist,Kadel Labs,0-2 Yrs,14-20 Lacs PA,Mumbai,Data analysisCodingFinancial inclusionHypothesis TestingData analyticsdata visualizationFinancial servicesSQL
Data Scientist,Vantageiq Technologies Opc,5-7 Yrs,Not disclosed,"Hyderabad/ Secunderabad, Telangana",Power BiData AnalyticsSQLSSMSBusiness IntelligenceMS AccessData AnalysisDax
Data Scientist - CP&A,Gcc Services,2-4 Yrs,Unpaid,"Bangalore/ Bengaluru, Karnataka, Delhi / NCR",Relational SqlKPI AnalysisVisualization TechnologiesPerformance ReportingData ReportingProduct AnalystBusiness IntelligenceBusiness Analyst
Data scientist,Recruise India Consulting,3-8 Yrs,Not disclosed,Calicut/Kozhikode,Pandasdata scientistMachine LearningMATLABPythonData ScienceArtificial IntelligenceDeep Learning
Forecasting Data Scientist,Mondelez,5-7 Yrs,Not disclosed,Guwahati,Statistical ModelingMachine LearningData SciencePythonSQLDataMachineStatistics
Data Scientist,Talentbot Technologies,4-8 Yrs,7-12 Lacs PA,"Kolkata, Mumbai, New Delhi, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru",Data ScienceMachine LearningPythonScienceSeniorMachineData
